channel_transfer,person_id,onboard_datetime
undefined,55a54ac369702d51970c0000,2015-07-30 19:24:17.738
Direct - Paid Search (brand) - Organic Search,55e4afa569702d35af000000,2015-09-02 20:51:13.885
Direct - Paid Search (brand) - Organic Search,556aa32169702d754b010000,2015-06-10 19:22:52.661
Direct - Paid Search (brand) - Organic Search,55ba57d369702d3157020000,2015-08-07 17:23:56.693
Email - PillPack,56639f5569702d0170000000,2016-01-11 22:19:55.713
Direct - Paid Search (brand) - Organic Search,55d9f8d169702d431b010000,2015-08-26 17:42:17.091
Direct - Paid Search (brand) - Organic Search,557ac1b069702d77de040000,2015-06-22 16:46:15.232
Direct - Paid Search (brand) - Organic Search,554cd8dd69702d53f90d0000,2015-05-13 17:46:11.283
undefined,5449226ee8b0403a350000f6,2014-12-19 15:05:22.252
Direct - Paid Search (brand) - Organic Search,55fab2f869702d5716550000,2015-09-24 14:12:51.51
Facebook Ads,5643bf5569702d4932b00000,2015-12-01 19:04:50.312
Direct - Paid Search (brand) - Organic Search,55c69fdf69702d3cae000000,2015-08-25 20:54:55.891
Direct - Paid Search (brand) - Organic Search,54fdbec169702d60a1000000,2015-03-16 18:32:52.672
Facebook Ads,5521664a69702d2ce87a0a00,2015-04-09 20:22:06.854
Direct - Paid Search (brand) - Organic Search,55ccf30d69702d52300b0000,2015-08-18 15:29:51.111
Direct - Paid Search (brand) - Organic Search,55e9c5ab69702d7992040000,2015-09-24 14:22:57.872
Direct - Paid Search (brand) - Organic Search,562db1c469702d52ed1c0000,2015-10-28 20:32:57.792
Direct - Paid Search (brand) - Organic Search,55da838569702d079b010000,2015-09-24 17:44:31.493
Direct - Paid Search (brand) - Organic Search,5535611a69702d2520090000,2015-04-25 14:10:58.443
Direct - Paid Search (brand) - Organic Search,538d51ac888f220fcb0000d0,2014-08-04 19:12:47.915
Direct - Paid Search (brand) - Organic Search,55f7066869702d48cb370100,2015-09-22 20:33:14.93
undefined,5546b4e069702d2a4c000000,2015-06-08 15:36:50.237
Direct - Paid Search (brand) - Organic Search,55b3b1d769702d4d33040000,2015-08-05 18:36:00.771
Direct - Paid Search (brand) - Organic Search,55d1374969702d713b000000,2015-08-20 18:56:52.516
Direct - Paid Search (brand) - Organic Search,5436a9320e63ac9ce600015c,2014-10-10 20:38:24.05
Direct - Paid Search (brand) - Organic Search,557e3b6769702d72f5010000,2015-06-25 20:17:22.225
Direct - Paid Search (brand) - Organic Search,54dc044f69702d57fd000000,2015-02-19 19:36:49.908
Facebook Ads,54b7e1eb69702d110b020000,2015-04-03 23:57:29.836
Direct - Paid Search (brand) - Organic Search,5647872369702d4cf4210000,2015-11-19 15:17:53.046
Direct - Paid Search (brand) - Organic Search,54fc87c269702d13c6040000,2015-03-17 23:57:27.572
Direct - Paid Search (brand) - Organic Search,567187ec69702d24e5760000,2015-12-21 16:13:16.884
Direct - Paid Search (brand) - Organic Search,54e1358269702d797d000000,2015-02-21 21:00:43.432
Direct - Paid Search (brand) - Organic Search,552471a469702d11ba060000,2015-04-10 22:19:17.047
Direct - Paid Search (brand) - Organic Search,552f9e6a69702d7fa3000000,2015-04-19 19:02:42.56
Direct - Paid Search (brand) - Organic Search,5631053269702d2d766f0000,2015-11-02 21:34:34.268
Facebook Ads,55809ea069702d5238000000,2015-06-30 19:26:38.557
Facebook Ads,54d7f70d69702d4750000000,2015-03-04 20:58:21.805
Direct - Paid Search (brand) - Organic Search,54f51c9f69702d4e05000000,2015-03-06 21:47:22.534
Direct - Paid Search (brand) - Organic Search,55d44f4269702d1ec5000000,2015-09-01 14:29:11.44
Direct - Paid Search (brand) - Organic Search,55e1564869702d1a2a010000,2015-09-07 15:35:09.352
Facebook Ads,54cd818269702d7998000000,2015-02-20 22:42:16.516
Direct - Paid Search (brand) - Organic Search,5542ac9e69702d6cd1000000,2015-05-06 13:35:30.317
Direct - Paid Search (brand) - Organic Search,55871ece69702d2ee8030000,2015-06-30 21:11:46.937
Direct - Paid Search (brand) - Organic Search,55ff4b0d69702d5e9d0c0000,2015-09-30 16:09:19.957
Direct - Paid Search (brand) - Organic Search,568d799369702d6607080100,2016-01-12 20:53:26.048
Direct - Paid Search (brand) - Organic Search,5470b1b869702d5e93000000,2014-11-24 19:49:46.246
Direct - Paid Search (brand) - Organic Search,55b013cb69702d57cf030000,2015-08-07 15:29:39.409
Email - PillPack,556ee06969702d1705020000,2015-06-10 13:48:28.936
"Digital (display, video, native, podcast, twitter)",55ca617a69702d1651060000,2015-08-20 14:36:01.875
Direct - Paid Search (brand) - Organic Search,53efce68293087ad5c000187,2014-08-20 17:34:32.766
Direct - Paid Search (brand) - Organic Search,54e611ee69702d41fe030000,2015-02-24 18:13:34.578
Direct - Paid Search (brand) - Organic Search,5529999369702d5b96010000,2015-04-22 13:35:19.114
Direct - Paid Search (brand) - Organic Search,5669d1cd69702d6bff530100,2015-12-17 16:05:11.906
Direct - Paid Search (brand) - Organic Search,5505074969702d6d40000000,2015-03-23 14:00:35.55
Direct - Paid Search (brand) - Organic Search,5576268c69702d68b6020000,2015-06-26 16:27:08.764
Direct - Paid Search (brand) - Organic Search,55db554269702d25bb080000,2015-09-10 20:55:12.211
Direct - Paid Search (brand) - Organic Search,532b05d10937fe67fb000076,2014-05-30 15:32:56.882
Direct - Paid Search (brand) - Organic Search,557f324b69702d0191050000,2015-07-02 12:44:17.291
Direct - Paid Search (brand) - Organic Search,561bef9369702d6d761f0000,2015-10-19 16:01:27.471
Direct - Paid Search (brand) - Organic Search,556f3cbd69702d0f38050000,2015-06-13 18:01:16.227
Direct - Paid Search (brand) - Organic Search,556a940669702d2e6a000000,2015-06-07 18:55:58.032
Direct - Paid Search (brand) - Organic Search,5583755169702d7364040000,2015-06-24 19:47:54.083
Direct - Paid Search (brand) - Organic Search,5557a38d69702d30e4000000,2015-06-17 15:27:54.564
Direct - Paid Search (brand) - Organic Search,55ac7b5e69702d2468000000,2015-08-10 13:19:51.457
Direct - Paid Search (brand) - Organic Search,5554347e69702d62ab000000,2015-05-15 18:12:01.434
Facebook Ads,5648917969702d2034040000,2015-12-03 18:07:31.338
Direct - Paid Search (brand) - Organic Search,562f41f769702d5919000000,2015-11-04 14:27:41.15
Direct - Paid Search (brand) - Organic Search,559c95cb69702d2d65000000,2015-07-14 13:17:59.614
Direct - Paid Search (brand) - Organic Search,560866e069702d193e060000,2015-10-02 14:33:43.19
Direct - Paid Search (brand) - Organic Search,556795c269702d4342010000,2015-06-03 17:10:03.611
Direct - Paid Search (brand) - Organic Search,55f0998669702d406b3d0000,2015-09-15 17:23:58.709
Facebook Ads,55bfe35e69702d7eda080000,2015-08-05 13:41:25.924
Direct - Paid Search (brand) - Organic Search,55fb457569702d4be1000000,2015-09-18 20:55:35.645
Direct - Paid Search (brand) - Organic Search,5668c58c69702d13be950000,2015-12-21 21:13:28.064
Direct - Paid Search (brand) - Organic Search,55ca1e5b69702d36400c0000,2015-08-18 16:17:08.245
Direct - Paid Search (brand) - Organic Search,562e9d0769702d10c0010000,2015-10-30 20:34:41.238
Direct - Paid Search (brand) - Organic Search,552db14369702d039a030000,2015-04-18 12:28:20.912
Direct - Paid Search (brand) - Organic Search,563115af69702d1951240000,2015-10-30 14:05:47.491
"Digital (display, video, native, podcast, twitter)",5643edc969702d39b0050000,2015-12-17 15:55:00.402
Direct - Paid Search (brand) - Organic Search,559cf80769702d2ee1010000,2015-07-21 14:19:17.954
Direct - Paid Search (brand) - Organic Search,566a61bc69702d708f150000,2015-12-16 16:29:23.832
Direct - Paid Search (brand) - Organic Search,55b8d24f69702d2aa10c0000,2015-08-07 15:12:32.406
Direct - Paid Search (brand) - Organic Search,55aae6c869702d1293010000,2015-08-03 14:11:21.635
Direct - Paid Search (brand) - Organic Search,55d9fdd869702d468d030000,2015-09-01 18:59:58.451
Direct - Paid Search (brand) - Organic Search,55e84bb069702d4f8f420000,2015-09-07 16:53:36.245
Direct - Paid Search (brand) - Organic Search,5344afab0937fe2f160000f8,2014-04-09 17:28:35.813
Direct - Paid Search (brand) - Organic Search,55691edd69702d6826000000,2015-06-04 20:13:14.898
Direct - Paid Search (brand) - Organic Search,553ccb1c69702d111c000000,2015-04-26 13:46:38.597
Facebook Ads,562c0e3b69702d5d5b810000,2015-11-02 15:32:30.468
Direct - Paid Search (brand) - Organic Search,53783995293087a394000b41,2014-05-21 12:46:35.685
Facebook Ads,554cbb8969702d4c9a170000,2015-11-12 21:51:55.606
Direct - Paid Search (brand) - Organic Search,562aea4669702d5f08fa0000,2015-10-27 22:01:51.836
Direct - Paid Search (brand) - Organic Search,559d4f0969702d6fe3130000,2015-08-03 13:59:45.237
Direct - Paid Search (brand) - Organic Search,551bf30069702d6ad9030000,2015-04-02 23:12:10.9
Direct - Paid Search (brand) - Organic Search,55ff2d9d69702d1c02070000,2015-09-25 14:21:56.689
Email - PillPack,54e3715a69702d7feb000000,2015-05-27 17:25:58.225
Direct - Paid Search (brand) - Organic Search,54690b9e69702d2a6a000000,2014-11-17 17:54:45.302
Direct - Paid Search (brand) - Organic Search,5574eb0f69702d37da070000,2015-06-20 15:34:35.052
Direct - Paid Search (brand) - Organic Search,54b93a3769702d07f8200000,2015-02-01 22:05:28.624
Direct - Paid Search (brand) - Organic Search,567a364069702d7088020000,2015-12-23 20:18:20.792
Direct - Paid Search (brand) - Organic Search,55e8897b69702d237f7c0000,2015-09-14 15:02:14.815
Direct - Paid Search (brand) - Organic Search,54e0db7c69702d7f18000000,2015-02-20 13:56:52.191
Direct - Paid Search (brand) - Organic Search,54e18f1d69702d6429000000,2015-02-22 19:51:50.914
Direct - Paid Search (brand) - Organic Search,5671fd2169702d56151e0000,2015-12-18 17:08:22.684
Facebook Ads,565f2d0069702d11b10b0000,2015-12-02 20:11:00.414
Direct - Paid Search (brand) - Organic Search,561a901a69702d1ffb0c0000,2015-10-12 21:26:12.756
Direct - Paid Search (brand) - Organic Search,53d6ab3e2930871988000259,2014-07-30 13:05:29.753
Direct - Paid Search (brand) - Organic Search,5523e9bf69702d2755130000,2015-04-08 21:33:28.721
Direct - Paid Search (brand) - Organic Search,5617c43769702d1654580000,2015-10-09 16:36:36.768
Direct - Paid Search (brand) - Organic Search,52f3e325efaf29a5d4000009,2014-02-07 20:44:34.644
Direct - Paid Search (brand) - Organic Search,5471cfaf69702d2efa000000,2014-11-24 21:50:49.202
Direct - Paid Search (brand) - Organic Search,563ad45f69702d41164d0000,2015-11-12 15:38:34.318
Direct - Paid Search (brand) - Organic Search,559d760069702d4c62000000,2015-07-29 13:33:36.27
Facebook Ads,5625b68469702d14d5140000,2015-10-26 19:28:28.405
Facebook Ads,55ca0f3869702d04840c0000,2015-08-28 19:24:15.993
Direct - Paid Search (brand) - Organic Search,5615f90769702d379c060000,2015-10-08 21:14:52.035
Direct - Paid Search (brand) - Organic Search,553fdb9069702d68b40e0000,2015-05-05 18:17:15.961
Direct - Paid Search (brand) - Organic Search,564d39e369702d4a64090000,2015-11-20 21:42:56.292
Direct - Paid Search (brand) - Organic Search,54efd7c169702d0546030000,2015-03-12 18:06:34.216
Direct - Paid Search (brand) - Organic Search,55f0281969702d375d470000,2015-09-11 18:14:04.515
Direct - Paid Search (brand) - Organic Search,55f0955469702d305b600000,2015-09-14 18:27:39.737
Email - PillPack,561e334f69702d0154070000,2015-10-26 22:01:48.653
Direct - Paid Search (brand) - Organic Search,553356bb69702d1a01000000,2015-04-25 21:33:55.069
Direct - Paid Search (brand) - Organic Search,559de1bc69702d7a3f000000,2015-07-23 20:51:50.915
Facebook Ads,55870fee69702d682c010000,2015-07-07 20:29:47.241
Direct - Paid Search (brand) - Organic Search,5593192469702d3c5c010000,2015-07-17 12:53:08.195
Direct - Paid Search (brand) - Organic Search,55d6240169702d1406090000,2015-08-26 17:20:59.893
Direct - Paid Search (brand) - Organic Search,5626ba3a69702d7419060000,2015-10-22 20:59:42.262
Facebook Ads,54dd2e7569702d2604000000,2015-02-14 18:22:37.203
Direct - Paid Search (brand) - Organic Search,55a19dc569702d3c86010000,2015-07-21 14:35:50.493
Direct - Paid Search (brand) - Organic Search,55d92f1b69702d7975000000,2015-09-04 20:57:48.282
Email - PillPack,5670602269702d52d7cd0000,2016-01-05 21:25:55.095
Direct - Paid Search (brand) - Organic Search,54fa3a9769702d063b010000,2015-03-28 17:03:04.324
Direct - Paid Search (brand) - Organic Search,5646428a69702d20fd8f0000,2015-11-17 17:03:25.305
Direct - Paid Search (brand) - Organic Search,55ee0cd769702d578c6d0000,2015-09-16 14:11:06.8
Direct - Paid Search (brand) - Organic Search,54665a0e69702d4895140000,2014-12-17 11:40:17.772
Facebook Ads,564a94ab69702d71a8010000,2015-11-24 21:30:54.215
Direct - Paid Search (brand) - Organic Search,5565ff5469702d24ae090000,2015-06-04 19:10:39.439
Direct - Paid Search (brand) - Organic Search,55915a8169702d3323210000,2015-07-13 19:18:04.867
Direct - Paid Search (brand) - Organic Search,55eda01969702d7ea2b80000,2015-09-15 16:49:36.522
Direct - Paid Search (brand) - Organic Search,55d7716369702d29ac020000,2015-08-27 21:58:49.538
Direct - Paid Search (brand) - Organic Search,55c4d9bb69702d2ff4260000,2015-08-11 17:38:04.233
Direct - Paid Search (brand) - Organic Search,560e9a1069702d166c860000,2015-10-05 20:49:46.684
Direct - Paid Search (brand) - Organic Search,5629396569702d6f77ee0100,2015-10-22 21:14:16.888
Direct - Paid Search (brand) - Organic Search,553e8f1f69702d7647060000,2015-04-27 20:57:40.923
Direct - Paid Search (brand) - Organic Search,54198908e8b0408fee00003b,2014-10-09 14:54:31.132
Direct - Paid Search (brand) - Organic Search,566c8f5969702d3a641b0000,2015-12-15 16:55:38.5
Direct - Paid Search (brand) - Organic Search,530279ec0937fe1f6700005e,2014-02-24 15:43:47.059
Direct - Paid Search (brand) - Organic Search,55554cef69702d7926040000,2015-05-21 14:16:04.095
Direct - Paid Search (brand) - Organic Search,55ff6b7769702d789d000000,2015-09-25 21:04:46.808
Direct - Paid Search (brand) - Organic Search,565dd5ec69702d66f8130000,2015-12-02 17:44:43.899
Affiliate,55b2d6a269702d4bae030000,2015-08-05 14:09:53.327
undefined,55105ed269702d46a8000000,2015-03-30 16:19:58.878
Direct - Paid Search (brand) - Organic Search,550432c769702d544f000000,2015-03-24 23:50:19.035
Facebook Ads,556114dc69702d725f000000,2015-05-29 14:57:22.337
Facebook Ads,56834a5a69702d407b100000,2016-01-04 22:01:39.586
Direct - Paid Search (brand) - Organic Search,5580dbb969702d609f020000,2015-07-02 19:08:59.905
Email - PillPack,55ccdb8d69702d5a69050000,2015-09-17 15:15:54.543
Direct - Paid Search (brand) - Organic Search,558b533a69702d1472070000,2015-07-10 16:08:18.37
Direct - Paid Search (brand) - Organic Search,560a92c769702d06cb050000,2015-10-01 20:04:15.742
Direct - Paid Search (brand) - Organic Search,543b4620e8b0407a08000008,2014-10-22 19:45:14.514
Direct - Paid Search (brand) - Organic Search,56047b4569702d6707020000,2015-09-29 15:35:09.778
Direct - Paid Search (brand) - Organic Search,559e834569702d0877020000,2015-07-20 15:43:36.943
Facebook Ads,5609d97a69702d19f6e70000,2015-10-12 16:38:54.433
Direct - Paid Search (brand) - Organic Search,559ead1a69702d516d1d0000,2015-07-27 17:16:40.802
Direct - Paid Search (brand) - Organic Search,5579d21569702d4e6c0c0000,2015-06-17 16:22:44.38
Facebook Ads,553b84fd69702d31b5000000,2015-04-30 21:59:46.28
Direct - Paid Search (brand) - Organic Search,56216f7969702d07dda60000,2015-11-16 22:24:36.013
undefined,56301f1a69702d19ad290000,2015-11-05 16:10:00.137
Email - PillPack,55c68afe69702d0c5d000000,2016-01-06 16:00:32.468
Direct - Paid Search (brand) - Organic Search,563dc97e69702d34ee000000,2015-11-13 22:20:16.917
Direct - Paid Search (brand) - Organic Search,55439b9369702d12ec0e0000,2015-05-08 21:22:52.036
Direct - Paid Search (brand) - Organic Search,5534a8e869702d2b66000000,2015-04-30 15:21:27.909
Direct - Paid Search (brand) - Organic Search,55b6780c69702d505e0a0000,2015-08-05 17:35:36.038
Direct - Paid Search (brand) - Organic Search,55b7dc7a69702d2af8060000,2015-08-05 19:23:59.89
Direct - Paid Search (brand) - Organic Search,5691437f69702d5e91420000,2016-01-15 15:26:50.912
"Digital (display, video, native, podcast, twitter)",568af2f869702d539b110000,2016-01-08 16:10:17.515
Direct - Paid Search (brand) - Organic Search,557aebfb69702d31370d0000,2015-06-27 19:54:19.507
Direct - Paid Search (brand) - Organic Search,549c1a9b69702d4eb2020000,2014-12-29 19:29:47.251
Facebook Ads,554d154169702d251d030000,2015-05-13 16:25:59.475
Direct - Paid Search (brand) - Organic Search,567a215e69702d12bf040000,2015-12-28 18:22:51.422
"Digital (display, video, native, podcast, twitter)",56229a5c69702d7b42390000,2015-10-20 19:08:19.485
Direct - Paid Search (brand) - Organic Search,5576050c69702d2184140000,2015-06-10 18:24:40.102
Direct - Paid Search (brand) - Organic Search,5662479a69702d50e5620000,2015-12-18 20:36:40.123
Facebook Ads,55e37b3669702d573d0c0000,2015-09-10 15:34:01.365
Direct - Paid Search (brand) - Organic Search,55c4b9ee69702d0ea5060000,2015-08-12 16:16:43.779
Direct - Paid Search (brand) - Organic Search,55f83e2e69702d5360cb0000,2015-09-21 21:33:47.203
Direct - Paid Search (brand) - Organic Search,5636710769702d5b193e0000,2015-11-05 16:05:45.804
Facebook Ads,558c443469702d54a2040000,2015-07-17 15:26:54.389
Direct - Paid Search (brand) - Organic Search,56743e4169702d23394f0300,2015-12-21 20:00:02.82
Direct - Paid Search (brand) - Organic Search,55e76c0e69702d6cb7d60000,2015-09-29 18:11:48.839
Referral,553ea6a669702d63760b0000,2015-05-12 21:08:04.873
Direct - Paid Search (brand) - Organic Search,55c8c1f569702d606f0e0000,2015-08-24 13:31:45.157
Facebook Ads,5652c05a69702d7e74000000,2015-12-31 15:23:33.492
Direct - Paid Search (brand) - Organic Search,5605f9ab69702d2de5030000,2015-09-30 21:51:02.648
Referral,553ff64f69702d2739060000,2015-05-07 15:09:48.817
Direct - Paid Search (brand) - Organic Search,5581b89369702d767e090000,2015-07-02 21:09:46.796
Direct - Paid Search (brand) - Organic Search,557a627769702d6ff8020000,2015-06-22 16:20:54.557
Direct - Paid Search (brand) - Organic Search,562be02169702d79b5750000,2016-04-04 20:26:38.484
Phone,56cbc6ec6c021e3692214810,2016-04-27 21:45:27.152
Facebook Ads,56e9588407cabc6bfe7542b0,2016-03-18 18:43:19.68
undefined,57085f1ba6a4f237039f679a,2016-04-21 18:32:01.851
Phone,56bb75d2f46b3e6578a632c7,2016-02-15 17:28:43.392
Phone,561950b669702d4833040000,2016-05-17 17:43:18.995
Direct - Paid Search (brand) - Organic Search,56db204aea9f7755b91cc3de,2016-03-07 18:55:11.89
Facebook Ads,56fd7b5f07cabc35ed4bedf4,2016-04-04 20:39:14.168
undefined,56db18c0a6a4f25bbeb03dbe,2016-03-11 19:31:47.461
Facebook Ads,56f44acbea9f776419de67d3,2016-03-28 16:51:01.86
Direct - Paid Search (brand) - Organic Search,56ef6689ea9f77353c4855c4,2016-03-22 20:53:39.72
undefined,56d498a81450d373d31da416,2016-03-01 15:34:05.804
Direct - Paid Search (brand) - Organic Search,56d5fc8d07cabc1940daa4d0,2016-03-04 22:57:25.235
Direct - Paid Search (brand) - Organic Search,54441bb80e63ac9486000109,2016-04-07 15:18:38.311
Phone,56fc2d7a8d26037dc51bac3d,2016-04-04 15:11:44.393
Direct - Paid Search (brand) - Organic Search,56d4b5bc8d260368d192d77f,2016-02-29 21:45:26.43
Phone,57028d5907cabc245edc4f4f,2016-04-07 14:13:56.966
Facebook Ads,56f9c49b1450d3771051586d,2016-03-31 20:53:54.096
Phone,56f9c04c07cabc4c49c34975,2016-04-02 17:52:48.684
Facebook Ads,570f3899ea9f7777ba5a40cd,2016-04-21 17:04:11.929
Direct - Paid Search (brand) - Organic Search,55d4880069702d1c58120000,2015-08-19 20:13:58.851
Facebook Ads,56d04dbea6a4f24537f4e505,2016-03-02 14:46:35.596
Phone,56fbf0838d26030994cb3fc0,2016-04-01 17:47:38.282
Phone,56d5ae73ea9f7710cc9302cc,2016-03-09 17:38:04.462
Phone,56e5fa481450d3231a191d72,2016-04-15 17:12:38.042
undefined,56f557cda6a4f244d3dbf35e,2016-04-01 17:49:31.387
Direct - Paid Search (brand) - Organic Search,56cc7a6a6c021e136edca28f,2016-03-02 19:33:47.751
Direct - Paid Search (brand) - Organic Search,56ec19161450d37ae393c2fe,2016-03-21 17:55:18.641
Direct - Paid Search (brand) - Organic Search,56e8640a8d260377aeed418a,2016-03-22 21:07:52.599
Facebook Ads,56a0232169702d255d0b0100,2016-01-25 15:36:20.888
Direct - Paid Search (brand) - Organic Search,54f2164d69702d4367050000,2015-03-27 19:18:29.821
Phone,56eac43f1450d30de88db5bf,2016-03-24 20:51:18.139
Phone,56e2fc79a6a4f229ff3adae7,2016-03-14 18:32:24.232
Facebook Ads,55e8c0a669702d23a1700000,2016-03-15 20:13:21.863
undefined,56cf655e1450d31365360643,2016-03-08 21:40:53.8
Phone,56f2faf1ea9f774c29cb142b,2016-03-28 19:17:54.233
undefined,56d9d3188d260328e98df3dc,2016-03-14 18:25:37.326
Direct - Paid Search (brand) - Organic Search,57260ca607cabc3e57a23b47,2016-05-04 20:03:08.733
Direct - Paid Search (brand) - Organic Search,56f351af07cabc5ab879e779,2016-03-28 15:05:12.352
Direct - Paid Search (brand) - Organic Search,56db1d4e07cabc24b931ef2b,2016-04-06 16:18:11.741
Direct - Paid Search (brand) - Organic Search,55c25e7169702d01680f0000,2015-08-12 18:09:40.307
Facebook Ads,56f6a150a6a4f274e04db1af,2016-03-28 19:23:05.201
Direct - Paid Search (brand) - Organic Search,56d9b02bea9f7774caea4e06,2016-03-08 17:04:46.273
Facebook Ads,570a7c1aea9f77341b63042e,2016-04-14 19:13:11.719
Direct - Paid Search (brand) - Organic Search,56e83a73ea9f7720a41b2e18,2016-03-16 20:30:52.86
Phone,56e97f9e07cabc67a5753f40,2016-03-18 21:17:40.971
Phone,564d2a6669702d2ba3020000,2016-04-11 13:10:20.175
Phone,56f42358a6a4f254312dd21d,2016-03-28 15:44:52.558
Direct - Paid Search (brand) - Organic Search,52f1b66c0937fee2c4000029,2016-03-15 20:52:25.821
Direct - Paid Search (brand) - Organic Search,564fd44c69702d390d000000,2015-11-25 18:06:26.632
Phone,56ead317ea9f770f3425589d,2016-03-18 19:23:23.16
undefined,56f7690d07cabc6527b07d0c,2016-04-04 20:26:56.083
Phone,56e9913bea9f7741406a6f42,2016-03-17 20:32:25.122
Phone,56d5c46cea9f774f78930423,2016-03-14 16:51:41.132
Facebook Ads,56faa2c907cabc2770b05341,2016-04-05 14:30:53.431
Facebook Ads,570590821450d355a478d79e,2016-04-20 20:30:07.923
Phone,570d537fa6a4f209363e47ac,2016-04-27 16:45:10.425
Phone,571a52b407cabc22360ddf08,2016-05-05 16:48:26.943
Direct - Paid Search (brand) - Organic Search,56e764cd07cabc7fa680019f,2016-03-17 21:08:29.551
Facebook Ads,56eee069ea9f7770d1487086,2016-03-25 14:13:12.957
Phone,5722474e07cabc0ba2102b5e,2016-05-09 22:35:09.785
Phone,5702798d07cabc1302dc6508,2016-04-07 21:13:45.088
Phone,56f53daf8d2603288401d48a,2016-03-29 13:12:48.359
Direct - Paid Search (brand) - Organic Search,56143e7869702d5cf7910000,2015-10-20 19:56:50.288
Facebook Ads,56e48723ea9f770f2b6326c3,2016-04-20 13:23:50.927
Facebook Ads,56c8aa8e5301d070d638f94b,2016-02-25 19:06:44.975
Phone,56febfd58d2603200e160a65,2016-04-12 19:38:27.109
Phone,56fd912807cabc304d4be36c,2016-04-07 16:16:38.144
Referral,5702fe078d26037f18a5551d,2016-04-12 20:40:36.236
Direct - Paid Search (brand) - Organic Search,56fd80338d260353b7501303,2016-04-13 15:09:30.755
Phone,56fc4c3e8d260303fb6767e1,2016-04-18 15:07:30.142
Direct - Paid Search (brand) - Organic Search,57004874ea9f7716d126bb33,2016-04-12 20:50:01.178
Direct - Paid Search (brand) - Organic Search,56f033e2ea9f776e05484899,2016-03-29 21:01:06.977
Facebook Ads,570e92cd1450d36806d6135d,2016-04-20 20:27:33.319
"Digital (display, video, native, podcast, twitter)",56faf6e007cabc50f15a1a3c,2016-03-31 22:52:33.411
Direct - Paid Search (brand) - Organic Search,5703f695a6a4f27fb693ee99,2016-04-12 21:11:28.106
Direct - Paid Search (brand) - Organic Search,571e76af8d260326e6aed8ea,2016-05-02 18:18:14.37
Referral,571af61d8d26035c03507f75,2016-05-02 21:37:13.333
"Digital (display, video, native, podcast, twitter)",570527d2ea9f7754bb7fda99,2016-04-13 20:16:45.114
Phone,56faaa2f1450d31c9058499c,2016-05-10 16:16:52.417
Phone,57112d28ea9f7762a2303a1f,2016-04-21 21:11:56.503
Direct - Paid Search (brand) - Organic Search,5724a0d4a6a4f2645084bd45,2016-04-30 17:43:32.325
Phone,571e24318d26037e4e507fbe,2016-04-28 17:48:38.408
Phone,56c48c27f46b3e7d4124ee4e,2016-05-18 14:46:41.12
Direct - Paid Search (brand) - Organic Search,56f50dfbea9f771af6a7a79b,2016-04-04 17:44:48.054
Referral,57013dda8d26032124284083,2016-04-04 21:18:46.916
Phone,56fec8cf8d26030bf5dee344,2016-04-06 14:57:12.7
Direct - Paid Search (brand) - Organic Search,568a148669702d4cc1010000,2016-01-08 19:33:50.763
Phone,56cc562b5301d01d52947faf,2016-05-13 17:20:48.443
Facebook Ads,570e88caea9f774d090cde28,2016-04-22 19:45:22.715
Phone,5716537d1450d37a096b90d2,2016-05-10 18:38:35.684
Email - Third Party,5701c58ca6a4f218c6f21209,2016-04-13 19:26:50.946
Phone,56e0924cea9f775bcd451bef,2016-03-14 21:39:02.952
Phone,56cc886c5301d03f0c947fc2,2016-03-03 17:26:20.544
Direct - Paid Search (brand) - Organic Search,571dfd8eea9f777f9432af15,2016-05-04 20:52:50.975
Facebook Ads,56b09a4ef46b3e0a74fd1b1a,2016-04-22 22:05:09.331
Phone,56e1a05307cabc5faa70729c,2016-03-17 16:21:58.641
Referral,5702bf5a1450d304fc867a9d,2016-04-08 19:11:01.612
Facebook Ads,5655bcc869702d1fa2ce0000,2015-11-27 15:11:17.007
Phone,56fc1d0e07cabc7f6c2db32c,2016-04-18 20:32:16.035
Phone,56c8bb1e6c021e7e036c531e,2016-04-15 18:33:44.966
Phone,56abaca169702d58cf001000,2016-05-05 20:37:51.254
Phone,570ab12207cabc7530d525a3,2016-04-14 20:54:50.694
Direct - Paid Search (brand) - Organic Search,571f7cb207cabc7548f6816f,2016-05-03 14:57:32.209
Facebook Ads,570df7ec1450d37116d612e9,2016-04-14 17:01:54.978
Phone,5703d1fb8d26036c3c6ab16a,2016-04-12 17:14:33.424
Facebook Ads,570fc0ffa6a4f222dd6653a1,2016-04-19 18:53:39.039
Direct - Paid Search (brand) - Organic Search,57127fad1450d30dd0482b52,2016-04-26 15:17:08.185
Facebook Ads,570d2dae1450d35db3751aee,2016-04-20 17:41:26.06
Phone,57278213a6a4f249b3fe9be1,2016-05-06 21:32:05.24
Facebook Ads,571114808d26034f514e0bfe,2016-04-21 14:25:09.99
Phone,5717a73b1450d34d166b8d48,2016-04-20 22:08:09.712
Phone,5723908c1450d36c64ae192f,2016-05-04 22:28:33.034
Phone,57226f061450d307692b1bd2,2016-05-06 15:16:24.682
Direct - Paid Search (brand) - Organic Search,55aa938a69702d1964020000,2015-07-29 15:24:29.396
Facebook Ads,5717b337ea9f774853656060,2016-04-27 19:15:14.479
Direct - Paid Search (brand) - Organic Search,5702abbf8d26034a7ccdf224,2016-04-14 21:26:19.13
Facebook Ads,57114f0b07cabc261c8899e9,2016-04-26 15:29:02.67
